110,83;-330,1
112,43;-319,9
114,45;-307,8
116,79;-295,5
121,25;-274,5
128,84;-244,3
136,75;-218,9
148,28;-187,7
155,89;-167,95
160;-160,37
162,29;-158,4
167,67;-146,55
178,41;-132,2
180;-128,45
181,86;-125,7
186;-120,61
189;-116,93
190,55;-115,08
192,64;-112,85
193;-112,26
196;-108,91
200;-104,66
200;-104,7
202,49;-103,4
204,61;-100,15
207;-97,71
218,87;-87,15
220;-86,3
221,1;-85,8
225;-82,2
234,05;-75,9
240;-71,76
240;-71,6
243,8;-70,3
248,54;-66,5
250;-65,4
260;-59,98
263,08;-58,35
273;-53,37
273;-53,41
273,15;-53,35
273,15;-53,2
273,17;-53,7
275;-52,4
285,65;-47,58
291,41;-45,5
298;-42,77
298;-42,88
298,15;-42,82
298,15;-42,87
298,15;-42,6
300;-41,9
300;-42,23
303,15;-40,91
320;-35,32
323,15;-34,23
323,15;-34,26
323,15;-33,9
325;-33,4
348,15;-27,06
348,15;-27,11
348,15;-26,7
350;-26,4
373,15;-21
373,15;-20,7
373,16;-21,1
375;-20,4
398,15;-15,87
398,15;-15,5
398,17;-15,97
423,15;-11,4
423,15;-11,1
423,18;-11,54
423,15;-11,1
423,18;-11,54
473,15;-4,16
473,21;-4,31
498,15;-1,16
498,23;-1,31
523,15;1,49
523,25;1,36
548,15;3,89
548,26;3,75
573,15;5,98
573,15;5,9
598,15;7,88
598,29;7,86
623,15;9,66
623,3;9,64
648,31;11,25
673,31;12,75